entry_time,exit_time,direction,entry,exit,sl,tp,lot,pnl,r_multiple,bars_held,exit_reason
2022-02-24 15:35:00,2022-02-24 15:38:00,LONG,1894.0,1892.5,,,0.1,-19.5,0.0,7,REV
2022-02-24 15:38:00,2022-02-24 15:43:00,SHORT,1892.5,1894.0,,,0.1,-19.5,0.0,11,REV
2022-02-24 15:43:00,2022-02-24 16:07:00,LONG,1894.0,1896.5,,,0.1,20.5,0.0,29,REV
2022-02-24 16:07:00,2022-02-24 16:12:00,SHORT,1896.5,1898.5,,,0.1,-24.5,0.0,8,REV
2022-02-24 16:12:00,2022-02-24 16:30:00,LONG,1898.5,1902.0,,,0.1,30.5,0.0,35,REV
2022-02-24 16:30:00,2022-02-24 16:50:00,SHORT,1902.0,1903.5,,,0.1,-19.5,0.0,13,REV
2022-02-24 16:50:00,2022-02-24 16:53:00,LONG,1903.5,1902.0,,,0.1,-19.5,0.0,3,REV
2022-02-24 16:53:00,2022-02-24 18:00:00,SHORT,1902.0,1903.5,,,0.1,-19.5,0.0,3,REV
2022-02-24 18:00:00,2022-02-24 18:24:00,LONG,1903.5,1909.0,,,0.1,50.5,0.0,43,REV
2022-02-24 18:24:00,2022-02-24 18:28:00,SHORT,1909.0,1911.0,,,0.1,-24.5,0.0,8,REV
2022-02-24 18:28:00,2022-02-24 18:37:00,LONG,1911.0,1910.5,,,0.1,-9.5,0.0,15,REV
2022-02-24 18:37:00,2022-02-24 19:15:00,SHORT,1910.5,1906.0,,,0.1,40.5,0.0,47,REV
2022-02-24 19:15:00,2022-02-24 19:47:00,LONG,1906.0,1908.5,,,0.1,20.5,0.0,25,REV
2022-02-24 19:47:00,2022-02-24 19:51:00,SHORT,1908.5,1910.5,,,0.1,-24.5,0.0,4,REV
2022-02-24 19:51:00,2022-02-24 20:08:00,LONG,1910.5,1917.0,,,0.1,60.5,0.0,49,REV
2022-02-24 20:08:00,2022-02-24 20:45:00,SHORT,1917.0,1909.5,,,0.1,70.5,0.0,63,REV
2022-02-24 20:45:00,2022-02-24 21:41:00,LONG,1909.5,1911.5,,,0.1,15.5,0.0,38,REV
2022-02-24 21:41:00,2022-02-24 21:45:00,SHORT,1911.5,1913.5,,,0.1,-24.5,0.0,6,REV
2022-02-24 21:45:00,2022-02-24 21:50:00,LONG,1913.5,1912.0,,,0.1,-19.5,0.0,3,REV
2022-02-24 21:50:00,2022-02-24 21:52:00,SHORT,1912.0,1913.0,,,0.1,-14.5,0.0,2,REV
